D1 [cm],D2 [cm],D3 [cm],D4 [cm],setup length [m],Pz [eV/c],"f(x',y') [mrad^2]",x acceptance [mrad],y acceptance [mrad],x'_2/x'_1 [mrad/mrad],y'_2/y'_1 [mrad/mrad],x_2/x_1 [mm/mm],y_2/y_1 [mm/mm],x_2 of initial x angle [mm],y_2 of initial y angle [mm]
21.0,15.8279,51.4637,,3.0,900000000.0,1.4921179325000003e-10,10.7,13.6,-0.7436,-0.12933,-1.3448,-7.7326,5.3915e-06,-1.0961e-05
21.0,17.0214,59.0447,,3.0,950000000.0,5.133867724099998e-10,9.7,13.6,-0.86121,-0.1312,-1.1612,-7.6221,-2.0912e-05,8.7221e-06
21.0,18.688,58.6204,,2.0,1000000000.0,0.9960747362000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,200000000.0,75.40703911239999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,250000000.0,16.6251793041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5002,4.8059,,2.0,300000000.0,3.1795481029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,4.8058,,2.0,350000000.0,0.2273394281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,2.5001,7.3431,,2.0,400000000.0,2.562023556e-05,11.6,9.7,-0.36745,-0.23193,-2.6966,-4.3474,0.004476,-0.0023634
29.0,3.8559,7.6484,,3.0,450000000.0,2.244707950761e-12,11.6,9.8,-0.22357,-0.14827,-4.4729,-6.7446,-6.0819e-08,-1.497e-06
29.0,4.7576,11.0332,,3.0,500000000.0,2.83813410949e-21,11.5,9.9,-0.258,-0.14656,-3.8759,-6.8231,-5.3253e-11,1.5007e-12
29.0,5.7415,14.6198,,3.0,550000000.0,1.6847112101000004e-12,11.5,9.9,-0.29481,-0.14602,-3.3919,-6.8482,7.6399e-07,-1.0493e-06
29.0,6.7844,18.4409,,3.0,600000000.0,7.22569892e-14,11.4,10.0,-0.33501,-0.14624,-2.9849,-6.8379,-1.0384e-07,2.4794e-07
29.0,7.8703,22.5306,,3.0,650000000.0,2.67866432e-11,11.4,10.0,-0.3795,-0.14698,-2.635,-6.8036,2.9896e-06,-4.2248e-06
29.0,8.9848,26.9336,,3.0,700000000.0,4.623930194e-11,11.3,10.1,-0.42935,-0.14807,-2.3291,-6.754,3.8665e-06,-5.5937e-06
29.0,10.1149,31.7113,,3.0,750000000.0,1.3405943851600001e-19,11.3,10.1,-0.4859,-0.14934,-2.05799,-6.6957,4.2554e-11,3.6366e-10
29.0,11.2466,36.9524,,3.0,800000000.0,3.2410701440000004e-11,11.2,10.2,-0.55103,-0.15073,-1.8148,-6.6343,3.14e-06,-4.7488e-06
29.0,12.3637,42.7923,,3.0,850000000.0,2.0369527930000001e-19,11.2,10.2,-0.62754,-0.15209,-1.5935,-6.5748,4.1732e-10,1.7187e-10
29.0,13.4441,49.4478,,3.0,900000000.0,6.28732308769e-13,11.2,10.2,-0.71997,-0.1533,-1.3889,-6.5233,-7.9286e-07,1.0263e-08
29.0,14.4545,57.3141,,3.0,950000000.0,1.7175900089e-18,10.2,10.2,-0.83673,-0.15414,-1.1951,-6.4875,-6.1067e-10,1.1596e-09
29.0,17.5054,53.422,,2.0,1000000000.0,0.9262922509000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,200000000.0,87.29114499250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5002,4.8058,,2.0,250000000.0,19.7721622516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,300000000.0,4.0694774949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5001,4.8058,,2.0,350000000.0,0.4056359138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,2.5146,6.3299,,2.0,400000000.0,1.349254696e-19,10.6,8.9,-0.36777,-0.25924,-2.719,-3.8575,-3.067e-10,2.0214e-10
32.0,3.8627,6.4779,,3.0,450000000.0,9.453392419999999e-28,10.6,9.0,-0.21937,-0.16575,-4.5584,-6.0333,-2.7239e-14,1.4261e-14
32.0,4.6461,9.9141,,3.0,500000000.0,5.2374044196e-18,10.5,9.0,-0.25504,-0.16213,-3.921,-6.1679,-2.2479e-09,4.2936e-10
32.0,5.5344,13.5269,,3.0,550000000.0,7.908796685000002e-15,10.5,9.1,-0.29236,-0.16029,-3.4204,-6.2385,3.9443e-08,7.9706e-08
32.0,6.4927,17.3675,,3.0,600000000.0,2.12231546e-11,10.4,9.1,-0.33268,-0.15953,-3.0058,-6.2683,2.5664e-06,-3.8258e-06
32.0,7.4997,21.4782,,3.0,650000000.0,1.2275041929999998e-11,10.4,9.2,-0.37709,-0.15947,-2.6518,-6.2706,-2.2432e-06,2.6913e-06
32.0,8.5399,25.9059,,3.0,700000000.0,9.650106245000001e-15,10.4,9.2,-0.42671,-0.15988,-2.3435,-6.2544,-3.9857e-08,8.9786e-08
32.0,9.5988,30.7152,,3.0,750000000.0,2.3326014148999995e-12,10.3,9.3,-0.48297,-0.1606,-2.0705,-6.2269,-8.3057e-07,1.2817e-06
32.0,10.6615,35.9971,,3.0,800000000.0,5.266386205e-11,10.3,9.3,-0.54778,-0.16145,-1.8255,-6.1936,-3.6014e-06,6.3003e-06
32.0,11.7106,41.891,,3.0,850000000.0,1.9883337050000006e-21,10.3,9.3,-0.62404,-0.16232,-1.6024,-6.1603,-4.1476e-11,-1.6373e-11
32.0,12.7229,48.6228,,3.0,900000000.0,1.3999707621e-26,10.2,9.3,-0.71648,-0.16305,-1.3957,-6.1329,-1.1253e-13,3.6561e-14
32.0,13.6631,56.608,,3.0,950000000.0,4.214802986000001e-21,10.2,9.4,-0.83389,-0.16341,-1.1992,-6.1198,-5.7319e-11,-3.0485e-11
32.0,17.2845,51.2824,,2.0,1000000000.0,0.9077787865000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,4.8058,,2.0,200000000.0,79.34265653000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,4.8058,,2.0,250000000.0,17.662755370000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5003,4.8059,,2.0,300000000.0,3.469301293600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,4.8058,,2.0,350000000.0,0.2817701746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,2.5001,6.9954,,2.0,400000000.0,2.016899361e-05,11.3,9.4,-0.3666,-0.24083,-2.7044,-4.1758,0.0041769,-0.00165
30.0,3.8455,7.2683,,3.0,450000000.0,1.99806056e-22,11.2,9.5,-0.22228,-0.15384,-4.4985,-6.5002,-1.4134e-11,1.9e-13
30.0,4.71,10.6662,,3.0,500000000.0,4.3289033440841e-15,11.2,9.6,-0.25706,-0.15157,-3.8903,-6.5975,-6.5792e-08,5.6221e-10
30.0,5.6628,14.2597,,3.0,550000000.0,1.531220612e-25,11.1,9.6,-0.29398,-0.15064,-3.4016,-6.6383,3.6014e-13,-1.5304e-13
30.0,6.6779,18.0866,,3.0,600000000.0,3.630865085e-11,11.1,9.7,-0.33416,-0.15056,-2.9924,-6.6419,5.3998e-06,-2.6741e-06
30.0,7.7375,22.183,,3.0,650000000.0,2.5413240182500004e-21,11.0,9.8,-0.3786,-0.15105,-2.6413,-6.6204,-9.3015e-12,4.9546e-11
30.0,8.8271,26.5967,,3.0,700000000.0,2.3806267421e-08,11.0,9.8,-0.42842,-0.15194,-2.33449,-6.5829,-0.00014209,-6.0139e-05
30.0,9.9337,31.3826,,3.0,750000000.0,5.7897192490000007e-11,11.0,9.8,-0.48476,-0.15302,-2.0629,-6.5349,4.2025e-06,-6.3432e-06
30.0,11.0423,36.6378,,3.0,800000000.0,8.163141409999999e-22,10.9,9.9,-0.54976,-0.15425,-1.819,-6.4833,-2.4421e-11,1.483e-11
30.0,12.1365,42.4951,,3.0,850000000.0,1.4064712616e-10,10.9,9.9,-0.62614,-0.15544,-1.5971,-6.433,9.4046e-06,7.225e-06
30.0,13.1943,49.1761,,3.0,900000000.0,1.1417275668999999e-10,10.8,9.9,-0.71855,-0.1565,-1.3917,-6.3898,-4.4295e-06,9.7238e-06
30.0,14.1814,57.0815,,3.0,950000000.0,3.6913575584000004e-10,10.2,9.9,-0.83547,-0.15717,-1.1969,-6.3619,-6.5828e-06,1.805e-05
30.0,17.4151,52.7545,,2.0,1000000000.0,0.919806793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,2.5001,4.8058,,2.0,200000000.0,83.30519929089999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,2.5002,4.8058,,2.0,250000000.0,18.7125860441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,2.5002,4.8058,,2.0,300000000.0,3.7661858984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,2.5001,4.8058,,2.0,350000000.0,0.3412850405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,2.5001,6.6733,,2.0,400000000.0,3.876445913600001e-06,10.9,9.1,-0.36767,-0.24983,-2.71,-4.01499,0.0017452,-0.00091144
31.0,3.8477,6.8784,,3.0,450000000.0,1.1276953925e-16,10.9,9.2,-0.2209,-0.15966,-4.5268,-6.2633,-6.9394e-09,8.0383e-09
31.0,4.6732,10.2928,,3.0,500000000.0,1.7865161923999997e-18,10.8,9.3,-0.25606,-0.15676,-3.9054,-6.379,-1.0979e-09,7.6232e-10
31.0,5.5938,13.8956,,3.0,550000000.0,3.877450318312401e-19,10.8,9.4,-0.29316,-0.1554,-3.411,-6.4351,6.2269e-10,1.4818e-12
31.0,6.5807,17.7289,,3.0,600000000.0,3.63474005e-11,10.8,9.4,-0.3334,-0.15498,-2.9994,-6.4521,-4.3001e-06,4.2257e-06
31.0,7.6145,21.8319,,3.0,650000000.0,8.24944354e-10,10.7,9.5,-0.3778,-0.15523,-2.647,-6.4427,-1.7105e-05,-2.3073e-05
31.0,8.6793,26.2525,,3.0,700000000.0,8.804674345e-09,10.7,9.5,-0.4275,-0.15588,-2.3394,-6.4162,-7.4612e-05,-5.6901e-05
31.0,9.7617,31.0504,,3.0,750000000.0,7.390563165000004e-13,10.6,9.5,-0.48378,-0.15677,-2.067,-6.3787,-4.6338e-07,7.2411e-07
31.0,10.8475,36.319,,3.0,800000000.0,1.293996325e-21,10.6,9.6,-0.54867,-0.15782,-1.8226,-6.3364,1.5185e-11,-3.261e-11
31.0,11.9191,42.1943,,3.0,850000000.0,1.6796728188999998e-10,10.6,9.6,-0.62498,-0.15885,-1.6,-6.2948,-5.6517e-06,1.1663e-05
31.0,12.9543,48.9007,,3.0,900000000.0,1.8863473969000005e-22,10.5,9.6,-0.71737,-0.15975,-1.394,-6.2597,8.0913e-12,-1.1098e-11
31.0,13.9177,56.8459,,3.0,950000000.0,4.9962204260000005e-11,10.3,9.7,-0.83451,-0.16027,-1.19829,-6.2393,-2.5549e-06,6.5905e-06
31.0,17.315,52.0943,,2.0,1000000000.0,0.913635221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2.5002,4.8058,,2.0,200000000.0,38.8994239364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2.5003,4.8059,,2.0,250000000.0,7.3175597125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2.5001,4.8058,,2.0,300000000.0,0.8424413869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2.5001,5.9035,,2.0,350000000.0,0.013017170233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,3.4187,7.9776,,3.0,400000000.0,4.726327008400001e-12,17.0,14.0,-0.20476,-0.10086,-4.8836,-9.9151,-5.2728e-07,-2.1091e-06
19.0,4.5875,11.1229,,3.0,450000000.0,9.844599355600002e-16,16.9,14.2,-0.23646,-0.10208,-4.22879,-9.7962,3.1374e-08,3.634e-10
19.0,5.8234,14.4592,,3.0,500000000.0,4.8005683641e-12,16.7,14.3,-0.27112,-0.10383,-3.6885,-9.63139,5.5179e-07,-2.1204e-06
19.0,7.1102,17.9984,,3.0,550000000.0,1.8205672104e-08,16.6,14.4,-0.30923,-0.10588,-3.2338,-9.4392,-1.0098e-05,0.00013455
19.0,8.4363,21.7598,,3.0,600000000.0,9.865104901e-11,16.5,14.5,-0.35141,-0.1083,-2.8457,-9.2333,-9.7105e-06,-2.0874e-06
19.0,9.7889,25.7735,,3.0,650000000.0,6.143224601e-11,16.4,14.6,-0.39833,-0.11084,-2.5104,-9.022,7.2965e-06,2.8624e-06
19.0,11.158,30.0804,,3.0,700000000.0,1.7570037370000003e-09,15.4,14.6,-0.45095,-0.11347,-2.21749,-8.81209,3.3504e-05,2.5189e-05
19.0,12.5318,34.7412,,3.0,750000000.0,2.718985636e-11,14.0,14.7,-0.51053,-0.11615,-1.9587,-8.609,-2.528e-06,4.5606e-06
19.0,13.899,39.8372,,3.0,800000000.0,8.7957621e-12,12.8,14.7,-0.57877,-0.11881,-1.7278,-8.41649,-1.7697e-06,2.3799e-06
19.0,15.245,45.4947,,3.0,850000000.0,5.89817061e-11,11.6,14.8,-0.65835,-0.12138,-1.5189,-8.2386,-7.5393e-06,-1.4631e-06
19.0,16.5517,51.908,,3.0,900000000.0,4.57850728e-12,10.5,14.8,-0.7535,-0.12377,-1.3271,-8.0795,9.522e-07,-1.9162e-06
19.0,17.7902,59.4216,,3.0,950000000.0,2.1410316650000003e-17,9.5,14.8,-0.87183,-0.12585,-1.147,-7.9461,-4.1464e-09,-2.0537e-09
19.0,19.1335,59.6296,,2.0,1000000000.0,1.0201452538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,2.5001,4.8058,,2.0,200000000.0,35.66042247560001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,2.5002,4.8058,,2.0,250000000.0,6.5319365869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,2.5001,4.8058,,2.0,300000000.0,0.6804664477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,2.5001,6.3853,,2.0,350000000.0,0.009598673242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,3.5258,8.2963,,3.0,400000000.0,1.2163050709320999e-13,17.8,14.7,-0.20634,-0.09673,-4.84619,-10.339,3.4863e-07,-9.3611e-09
18.0,4.7305,11.4403,,3.0,450000000.0,7.95614209e-16,17.6,14.8,-0.23826,-0.09822,-4.1971,-10.18099,-2.3553e-08,-1.552e-08
18.0,5.9996,14.7731,,3.0,500000000.0,2.63691257e-12,17.5,15.0,-0.27317,-0.10018,-3.6605,-9.98199,-5.324e-07,1.5341e-06
18.0,7.3181,18.3065,,3.0,550000000.0,3.729130586900001e-12,17.4,15.1,-0.31165,-0.10246,-3.2087,-9.7593,-1.8437e-06,-5.7437e-07
18.0,8.6732,22.0601,,3.0,600000000.0,1.1847536402e-10,17.2,15.2,-0.35421,-0.10497,-2.8231,-9.52549,-7.1371e-06,8.2181e-06
18.0,10.0537,26.0646,,3.0,650000000.0,1.649101952e-09,16.9,15.2,-0.4016,-0.10765,-2.4901,-9.2901,-3.5464e-05,-1.9784e-05
18.0,11.4487,30.36,,3.0,700000000.0,7.234568225000001e-13,15.3,15.3,-0.45464,-0.11039,-2.1995,-9.0585,-6.6961e-07,-5.2448e-07
18.0,12.8478,35.0074,,3.0,750000000.0,4.5451728970000006e-11,13.9,15.3,-0.51466,-0.11317,-1.943,-8.836,3.7896e-06,-5.5759e-06
18.0,14.2386,40.0886,,3.0,800000000.0,2.132911625000001e-13,12.6,15.4,-0.5834,-0.11592,-1.7141,-8.6264,2.3932e-07,-3.9499e-07
18.0,15.6078,45.7278,,3.0,850000000.0,7.595607665000001e-11,11.5,15.4,-0.66349,-0.11857,-1.5072,-8.43319,-8.4328e-06,-2.2009e-06
18.0,16.9363,52.1184,,3.0,900000000.0,1.5810535229e-12,10.4,15.5,-0.75915,-0.12105,-1.3172,-8.2607,-5.8027e-07,1.1155e-06
18.0,18.1969,59.6008,,3.0,950000000.0,3.330679869055999e-22,9.5,15.5,-0.87796,-0.12323,-1.139,-8.115,1.8238e-11,6.6584e-13
18.0,19.3518,59.9398,,2.0,1000000000.0,1.0335095173000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.5001,4.8058,,2.0,200000000.0,42.23049547840001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.5001,4.8058,,2.0,250000000.0,8.1346214016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.5001,4.8058,,2.0,300000000.0,1.0197270106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2.5001,5.4488,,2.0,350000000.0,0.015750756461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.3261,7.6526,,3.0,400000000.0,2.8366305691921004e-13,16.3,13.5,-0.20328,-0.10513,-4.9192,-9.5119,5.3259e-07,3.3089e-09
20.0,4.459,10.7992,,3.0,450000000.0,4.230154404160001e-13,16.1,13.6,-0.23484,-0.10606,-4.2582,-9.42869,1.1196e-08,-6.503e-07
20.0,5.6616,14.139,,3.0,500000000.0,1.08112996616e-11,16.0,13.7,-0.26923,-0.10758,-3.7142,-9.2959,6.7654e-07,-3.2177e-06
20.0,6.918,17.6834,,3.0,550000000.0,8.098476339999999e-22,15.9,13.8,-0.30705,-0.1095,-3.2568,-9.1326,2.2365e-11,1.7597e-11
20.0,8.2145,21.4542,,3.0,600000000.0,3.0773178e-08,15.8,13.9,-0.34895,-0.11172,-2.8663,-8.9526,-0.00016704,-5.358e-05
20.0,9.5398,25.4748,,3.0,650000000.0,4.938580597e-11,15.7,13.9,-0.39541,-0.11411,-2.529,-8.7636,3.8169e-06,-5.9006e-06
20.0,10.8826,29.7936,,3.0,700000000.0,2.4620389921e-10,15.6,14.0,-0.44764,-0.11662,-2.234,-8.57429,-8.5911e-06,1.313e-05
20.0,12.2317,34.4662,,3.0,750000000.0,1.8194810164e-10,14.2,14.0,-0.50674,-0.1192,-1.9734,-8.3892,1.0454e-05,-8.5242e-06
20.0,13.5751,39.5781,,3.0,800000000.0,4.392865297000001e-21,12.9,14.1,-0.57453,-0.12176,-1.7405,-8.21299,3.4689e-11,-5.6476e-11
20.0,14.8984,45.2532,,3.0,850000000.0,2.2748382325e-10,11.7,14.1,-0.65364,-0.12423,-1.5299,-8.0496,-1.4381e-05,-4.5465e-06
20.0,16.1824,51.6897,,3.0,900000000.0,2.0883969e-10,10.6,14.2,-0.74832,-0.12652,-1.3363,-7.9036,1.0329e-05,1.0107e-05
20.0,17.3984,59.2367,,3.0,950000000.0,4.7695733779999996e-23,9.6,14.2,-0.86625,-0.1285,-1.1544,-7.7818,5.1773e-12,4.5707e-12
20.0,18.9296,59.0143,,2.0,1000000000.0,1.0077047578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2.5001,4.8058,,2.0,200000000.0,32.5225185669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2.5002,4.8058,,2.0,250000000.0,5.780789224399999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2.5001,4.8058,,2.0,300000000.0,0.5346408862209999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2.5001,5.6259,,3.0,350000000.0,3.432321509e-05,18.9,15.2,-0.17667,-0.09327,-5.6086,-10.921,0.0041503,-0.004135
17.0,3.6474,8.6092,,3.0,400000000.0,6.2182510325e-14,18.7,15.4,-0.20807,-0.09273,-4.806,-10.784,-4.5865e-08,-2.4511e-07
17.0,4.8887,11.7515,,3.0,450000000.0,2.9619594260099997e-15,18.5,15.6,-0.24024,-0.09447,-4.1626,-10.585,-5.4408e-08,-1.3149e-09
17.0,6.1915,15.0802,,3.0,500000000.0,1.149897122e-26,18.3,15.7,-0.2755,-0.09663,-3.6297,-10.349,9.4556e-14,-5.0578e-14
17.0,7.5416,18.6069,,3.0,550000000.0,2.7816195600000013e-13,18.2,15.8,-0.31434,-0.09908,-3.1812,-10.093,3.2034e-07,-4.1898e-07
17.0,8.9263,22.3522,,3.0,600000000.0,8.17283912e-10,18.1,15.9,-0.35731,-0.10172,-2.7985,-9.8298,2.2486e-05,1.7654e-05
17.0,10.3346,26.3479,,3.0,650000000.0,1.5696035463999998e-08,16.7,16.0,-0.4052,-0.10454,-2.4681,-9.5685,-0.00010473,-6.8758e-05
17.0,11.756,30.6311,,3.0,700000000.0,2.005234849e-11,15.1,16.1,-0.4587,-0.10737,-2.1801,-9.3137,2.3255e-06,-3.8268e-06
17.0,13.1797,35.2641,,3.0,750000000.0,5.02827257e-09,13.7,16.1,-0.51918,-0.11023,-1.926,-9.0708,6.1469e-05,3.5353e-05
17.0,14.5946,40.3314,,3.0,800000000.0,9.70545969e-12,12.5,16.2,-0.58848,-0.11308,-1.6993,-8.8432,-2.0412e-06,2.3535e-06
17.0,15.9863,45.9525,,3.0,850000000.0,4.424713858e-11,11.4,16.2,-0.66911,-0.11582,-1.4945,-8.6341,-5.5243e-06,-3.7053e-06
17.0,17.3373,52.3203,,3.0,900000000.0,1.475399309e-11,10.3,16.2,-0.76533,-0.11837,-1.3066,-8.4472,-1.679e-06,3.4547e-06
17.0,18.6198,59.7718,,3.0,950000000.0,1.9325127509e-22,9.4,16.0,-0.88467,-0.12064,-1.1304,-8.2888,1.3195e-11,4.3753e-12
17.0,19.6354,59.9048,,2.0,1000000000.0,1.0481699149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2.5001,4.8058,,2.0,200000000.0,71.50909924999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2.5001,4.8058,,2.0,250000000.0,15.6030444404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2.5001,4.8058,,2.0,300000000.0,2.89785537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2.5001,4.8058,,2.0,350000000.0,0.178547023481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,3.0517,4.8137,,3.0,400000000.0,1.4604946262809998e-24,12.0,10.0,-0.19193,-0.1458,-5.2101,-6.8588,-1.2065e-12,6.9659e-14
28.0,3.8768,8.0221,,3.0,450000000.0,1.582507990225e-16,12.0,10.1,-0.2248,-0.1429,-4.4485,-6.9981,-1.2579e-08,-1.3985e-10
28.0,4.8144,11.3965,,3.0,500000000.0,5.906503041444e-14,11.9,10.2,-0.25898,-0.1417,-3.8612,-7.0574,-2.43e-07,4.0038e-09
28.0,5.829,14.977,,3.0,550000000.0,1.3075828168999998e-12,11.8,10.3,-0.29574,-0.14152,-3.3813,-7.066,1.7387e-07,-1.1302e-06
28.0,6.9,18.7924,,3.0,600000000.0,2.0019681064e-12,11.8,10.3,-0.33596,-0.14203,-2.9765,-7.0408,1.3647e-06,3.7358e-07
28.0,8.012,22.8753,,3.0,650000000.0,1.5139021300000003e-11,11.7,10.4,-0.38055,-0.14299,-2.6277,-6.9931,-2.5827e-06,2.9101e-06
28.0,9.1513,27.2702,,3.0,700000000.0,2.1905401057248995e-11,11.7,10.4,-0.43055,-0.14427,-2.3226,-6.9312,-4.6798e-06,6.9807e-08
28.0,10.3051,32.0385,,3.0,750000000.0,4.640074387999999e-09,11.6,10.5,-0.4873,-0.14574,-2.0522,-6.8618,-6.4252e-05,-2.2622e-05
28.0,11.4602,37.2646,,3.0,800000000.0,6.666443920000001e-10,11.6,10.5,-0.55257,-0.14727,-1.8097,-6.7897,-1.3274e-05,2.2146e-05
28.0,12.5999,43.086,,3.0,850000000.0,4.1714547699999997e-22,11.6,10.5,-0.62921,-0.14878,-1.5893,-6.7208,1.3146e-11,-1.5631e-11
28.0,13.7034,49.7162,,3.0,900000000.0,1.3171890770000002e-11,11.2,10.6,-0.72172,-0.15014,-1.3856,-6.6604,1.5049e-06,-3.3026e-06
28.0,14.7368,57.5447,,3.0,950000000.0,1.116605565e-17,10.2,10.6,-0.8384,-0.15113,-1.1928,-6.6166,-2.1813e-09,-2.5314e-09
28.0,17.599,54.1421,,2.0,1000000000.0,0.9331912033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,2.5001,4.8058,,2.0,200000000.0,63.8358676169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,2.5001,4.8058,,2.0,250000000.0,13.606356868900004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,2.5003,4.8059,,2.0,300000000.0,2.362176770900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,2.5001,4.8057,,2.0,350000000.0,0.0986447188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,3.0427,5.5727,,3.0,400000000.0,8.49200689e-14,12.9,10.7,-0.19509,-0.13433,-5.1257,-7.4443,1.2945e-07,2.6108e-07
26.0,3.9533,8.7487,,3.0,450000000.0,3.35436986e-10,12.8,10.8,-0.22713,-0.13273,-4.4029,-7.5336,-1.1845e-05,1.3969e-05
26.0,4.959,12.1092,,3.0,500000000.0,2.142343010000001e-12,12.7,10.9,-0.26104,-0.13241,-3.8308,-7.5525,-2.26e-08,1.4635e-06
